Dimension,dimension_guid,categorisation_code,has_parent,has_all,has_unknown,Ethnicity categorisation,Subtopic,Measure
"Average number of reoffences per offender, by ethnicity and age",6492a884b83bed6f2ab342a296bdf1a103ed99cd,4A,N/A,No,Yes,"Asian, Black, White, Other",Crime and reoffending,Average number of reoffences per criminal offender
"Average number of reoffences per offender, by ethnicity and area",fcf5d428e05d8d92ffdb7bd3239b15018603421a,4A,N/A,No,Yes,"Asian, Black, White, Other",Crime and reoffending,Average number of reoffences per criminal offender
Use of force by ethnicity,68db42ef1586960ff8340961744c023ce4d1579e,2A,N/A,No,No,"White, Other",Prison and custody incidents,Use of force on young offenders in custody
Use of force by ethnicity,472f8b25b2920731546e378a1cab315372d8c156,2A,N/A,No,No,"White, Other",Prison and custody incidents,Use of force on young offenders in custody
Use of force on young offenders by ethnicity of offender,211da9b8b3448135a5f6b2eaeac2bf055c4a4960,2A,N/A,No,No,"White, Other",Prison and custody incidents,Use of force on young offenders in custody
Restrictive physical interventions involving young people in custody by ethnicity,5261b8a0560524e410fb572397d1d6084ef0f6f7,2A,N/A,No,No,"White, Other",Prison and custody incidents,Restrictive physical interventions involving young people in custody
Restrictive physical interventions involving young people in custody by ethnicity,dbf92366a88eaeb624e273dce964c0935646a733,2A,N/A,No,No,"White, Other",Prison and custody incidents,Restrictive physical interventions involving young people in custody
Single separation incidents for young people in custody by ethnicity,6f7803130f2f6cf7aaf1e6a31f2e2b5f7c6d82b5,2A,N/A,No,No,"White, Other",Prison and custody incidents,Single separation incidents for young people in custody
Single separation incidents for young people in custody by ethnicity,f2daf88031ca1c38a503abcba67b5b538576498f,2A,N/A,No,No,"White, Other",Prison and custody incidents,Single separation incidents for young people in custody
Prison officer workforce by ethnicity over time,d00c5b066f2b87b55bd0c8028122ecfa881c7c4e,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other",Public sector workforce,Prison officer workforce
Prison officers by ethnicity and time,57def60436b0570ddb7a1cd95d9add2f9d584d9b,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other",Public sector workforce,Prison officer workforce
Prison officers by ethnicity and time,2a1f511262ce3b71c896eb9ff6f24e8100996dd9,5A,No,No,Yes,"Asian, Black, White, Mixed, Chinese inc Other",Public sector workforce,Prison officer workforce
Assaults involving prisoners by ethnicity and time,938918959c92f5be83d7d784e1d13c0968a2fca2,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other",Prison and custody incidents,Violence involving prisoners
"Assaults per 1,000 prisoners by ethnicity over time",266fdef18b4f9c00f3fa829158a6679efbf929dc,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other",Prison and custody incidents,Violence involving prisoners
Violence involving prisoners by ethnicity,6efa67e228ca677d83e3d89ba7047253c619db8e,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other",Prison and custody incidents,Violence involving prisoners
"Violent incidents per 1,000 prisoners by ethnicity",6e0d6f8b7043db732d8ae463eebf740c38a7c2a1,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other",Prison and custody incidents,Violence involving prisoners
"Self-inflicted deaths per 1,000 prisoners by ethnicity",9416c9532a8649dc2a4dd7a6ab036b7dc6f41f8a,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other",Prison and custody incidents,Self-inflicted deaths in prison custody
"Self-harm incidents per 1,000 prisoners by ethnicity",54e5a82a68f6902b694982f764e0885dd309c312,5A,N/A,No,No,"Asian, Black, White, Mixed, Chinese inc Other",Prison and custody incidents,Self-harm in prison custody
Assaults carried out by young people in custody by ethnicity,0669bae26546048fb17e6903d83286a231d2354e,2A,N/A,No,No,"White, Other",Prison and custody incidents,Assaults carried out by young people in custody
Assaults carried out by young people in custody by ethnicity,d352c3d2524a86c89e889c149c1f35f8ffa8ff23,2A,N/A,No,No,"White, Other",Prison and custody incidents,Assaults carried out by young people in custody
Assaults carried out by young people in custody by ethnicity,97036ced4b8aad455be1bbfc26c82f658b45d232,2A,N/A,No,No,"White, Other",Prison and custody incidents,Assaults carried out by young people in custody
Assaults per 100 young people in custody by ethnicity,beb8b2174dd99c36031015e6c71cf7203a37e5a2,2A,N/A,No,No,"White, Other",Prison and custody incidents,Assaults carried out by young people in custody
Incidents of self-harm by young people in custody by ethnicity and year,95d33700d6234ce68e14aad073ad53969d7853cb,2A,N/A,No,No,"White, Other",Prison and custody incidents,Self-harm by young people in custody
Self-harm incidents per 100 young people in custody by ethnicity over time,e67e8fbb9495a27ad12d0a58d54afa07f57293e6,2A,N/A,No,No,"White, Other",Prison and custody incidents,Self-harm by young people in custody
Judges and non-legal members by ethnicity,188aea1c22f55a6404aaae7ac92bc3f4983d9794,5B,No,No,Yes,"Asian, Black, White, Mixed, Other",Public sector workforce,Judges and non-legal members of courts and tribunals in the workforce
Judges and non-legal members by ethnicity,21d4083ff317b3fca96432e091a96bca13f03f80,5B,No,No,Yes,"Asian, Black, White, Mixed, Other",Public sector workforce,Judges and non-legal members of courts and tribunals in the workforce
Judges and non-legal members by ethnicity,f56faeff2a69893ff6f1709dfab9441c4d004d99,5B,No,No,Yes,"Asian, Black, White, Mixed, Other",Public sector workforce,Judges and non-legal members of courts and tribunals in the workforce
Judges and non-legal members of the judiciary by ethnicity,34012f546da271b76bf6db4f2c9d3e7c071ba5d7,5B,No,No,Yes,"Asian, Black, White, Mixed, Other",Public sector workforce,Judges and non-legal members of courts and tribunals in the workforce
"People living in the most deprived 10% of neighbourhoods, by ethnicity",0db81cdb3adfb737e7f3a39075223595946f3a78,18A,Yes,Yes,No,2011 census: 18 categories,Community,People living in deprived neighbourhoods
"People living in the most deprived 10% of neighbourhoods, by type of deprivation and ethnicity",6aab1230bda14e36039c4f4e2dbea682d2ae3fbf,18A,Yes,No,No,2011 census: 18 categories,Community,People living in deprived neighbourhoods
"People living in the most employment-deprived 10% of neighbourhoods, by ethnicity",98c16bd1f47b532ebf59585c912ee8e2b071797c,18A,Yes,Yes,No,2011 census: 18 categories,Community,People living in deprived neighbourhoods
"People living in the most income-deprived 10% of neighbourhoods, by ethnicity",5b2212935e6599928b4ec5c4ce98e067c18ffbac,18A,Yes,Yes,No,2011 census: 18 categories,Community,People living in deprived neighbourhoods
Life satisfaction by ethnicity,b7453f136d10f60734aa2b15661ed8bc4fe9d411,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
Life satisfaction by ethnicity,d97b466ec22b3b70edaf04d3cfc23310d4972947,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
Life satisfaction by ethnicity and gender,e0eda1fca4ce726795d18ee26ec3f3f4ece815ed,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
Life satisfaction by ethnicity and sex,166a27682a87b5738be29177c0f638b019706601,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
Life satisfaction by ethnicity and socio-economic group,510809e9a4d8e646da9e57842a7015431578a5bc,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
Life satisfaction by ethnicity and socio-economic group,839341c1aa9be4783bb571ce00bbf99ccd209776,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
Life satisfaction over time by ethnicity,4e3318b0e079394c611bb27678af0a21deff2a77,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
Life satisfaction over time by ethnicity,1ad9137e2389d9c92ccf9b07b9f6828cca03ec73,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
Life satisfaction thresholds by ethnicity,5652f2ed74f0ce97adae46e2b39c9cfbfe4c8093,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
Life satisfaction thresholds by ethnicity,8faf1b755423ff43f2480aa6acf8bc8a5fd90c95,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: Life satisfaction
"Feeling the things you do in your life are worthwhile thresholds, by ethnicity",cb95a52e73ad79b479628c6ec50a23db054b05ba,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
"Feeling the things you do in your life are worthwhile, by ethnicity",d47138a4a15d32b82a52dfa17ff0b10738229ba7,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
"Feeling the things you do in your life are worthwhile, by ethnicity",585cfb62dd1a816ef2e09a3cd0328822e8cdee60,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
"Feeling the things you do in your life are worthwhile, by ethnicity and gender",0686fe109305854e267e943016691f6c77b9866b,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
"Feeling the things you do in your life are worthwhile, by ethnicity and gender",4053b9de9c7519560898f3b6b8b952358653790a,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
"Feeling the things you do in your life are worthwhile, by ethnicity and socio-economic group",4d0bf527ab9c4af32d36bd40bc5d7f7815de60de,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
"Feeling the things you do in your life are worthwhile, by ethnicity and socio-economic group",598ade45aa0d348b479ba5093c489aa26fe8b4f3,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
"Feeling the things you do in your life are worthwhile, by ethnicity over time",10e8916f1ffb14600f6fdfd3a5a93091fb1118e5,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
"Feeling the things you do in your life are worthwhile, by ethnicity over time",4434aa7dad91b51230ea62cac85daedc88327035,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
"Feeling the things you do in your life are worthwhile: thresholds, by ethnicity",af27f4d5125fc2552cf0db02d2ecca4727c0931e,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: how worthwhile people feel the things they do in their life are
English language skills by ethnicity,322f0effd94132a6ad40d01b225885ee69c3473f,18A,No,Yes,No,2011 census: 18 categories,Community,English language skills
English language skills by ethnicity and region,e11fca98df90428a7592de3bf0da376260399df6,18A,No,No,No,2011 census: 18 categories,Community,English language skills
English language skills by ethnicity and sex,48863ca03cdc3d9c08c34d168ddf0f2115cbb46c,18A,No,Yes,No,2011 census: 18 categories,Community,English language skills
"English language skills by ethnicity, sex and age",d9e68d00584a7498cf6874650e5cadd4f41713fc,18A,No,No,No,2011 census: 18 categories,Community,English language skills
Languages spoken other than English,9ef1ebddd30c2ae6a8e584ab48cb791ca5f3124e,NA,N/A,No,No,Not applicable,Community,English language skills
Happiness by ethnicity and gender,e259aa9b848697abcf3da53921a8269082d6f461,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: happiness yesterday
Happiness by ethnicity and gender,5166e34564c9dc349d8e8c661e64fd4e4c613e4d,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: happiness yesterday
Happiness by ethnicity over time,e58035eb6a3692a92f16aaf797aab37e4a088112,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: happiness yesterday
Happiness by ethnicity over time,c2a8b38d9504cec5672ab8f1fce8adb7b8787054,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: happiness yesterday
Happiness thresholds by ethnicity,6e2e9a528b463efafbf0859ad2bd5426f51aee77,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: happiness yesterday
Happiness thresholds by ethnicity,2b0a2839d29f5dc1657d4044c5ea3eff1d0c5667,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: happiness yesterday
Happiness yesterday by ethnicity,bdbd7cad271961c99d3878e24baf5abd99f79655,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: happiness yesterday
Happiness yesterday by ethnicity,5d911b8a48167f2212c9028985dc585b61d26cd7,11A,No,Yes,No,"Bangladeshi, Chinese, Indian, Pakistani, Asian other, Black, Mixed, White, Other, Arab, Gypsy/Traveller/Irish Traveller",Physical and mental health,Well-being: happiness yesterday
